"","Series.Name","Series.Code","Country.Name","Country.Code","Year","GDP_per_cap"
"1","GDP per capita (current US$)","NY.GDP.PCAP.CD","Afghanistan","AFG","2000",".."
"2","GDP per capita (current US$)","NY.GDP.PCAP.CD","Albania","ALB","2000","1126.68334010717"
"3","GDP per capita (current US$)","NY.GDP.PCAP.CD","Algeria","DZA","2000","1780.37587355483"
"4","GDP per capita (current US$)","NY.GDP.PCAP.CD","American Samoa","ASM","2000",".."
"5","GDP per capita (current US$)","NY.GDP.PCAP.CD","Andorra","AND","2000","21620.4850212897"
"6","GDP per capita (current US$)","NY.GDP.PCAP.CD","Angola","AGO","2000","556.88424373456"
"7","GDP per capita (current US$)","NY.GDP.PCAP.CD","Antigua and Barbuda","ATG","2000","11010.1974601342"
"8","GDP per capita (current US$)","NY.GDP.PCAP.CD","Argentina","ARG","2000","7666.51783423783"
"9","GDP per capita (current US$)","NY.GDP.PCAP.CD","Armenia","ARM","2000","603.298025247115"
"10","GDP per capita (current US$)","NY.GDP.PCAP.CD","Aruba","ABW","2000","21023.1575127316"
"11","GDP per capita (current US$)","NY.GDP.PCAP.CD","Australia","AUS","2000","21853.781667691"
"12","GDP per capita (current US$)","NY.GDP.PCAP.CD","Austria","AUT","2000","24625.6007227434"
"13","GDP per capita (current US$)","NY.GDP.PCAP.CD","Azerbaijan","AZE","2000","655.119945170816"
"14","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bahamas, The","BHS","2000","24849.6064784902"
"15","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bahrain","BHR","2000","12738.7741181575"
"16","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bangladesh","BGD","2000","413.100185264402"
"17","GDP per capita (current US$)","NY.GDP.PCAP.CD","Barbados","BRB","2000","11560.2459031879"
"18","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belarus","BLR","2000","1276.2880341"
"19","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belgium","BEL","2000","23098.8865077401"
"20","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belize","BLZ","2000","4642.1470345998"
"21","GDP per capita (current US$)","NY.GDP.PCAP.CD","Benin","BEN","2000","502.997964780144"
"22","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bermuda","BMU","2000","56284.1686478094"
"23","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bhutan","BTN","2000","722.852571406065"
"24","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bolivia","BOL","2000","977.336055960911"
"25","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bosnia and Herzegovina","BIH","2000","1332.12236478772"
"26","GDP per capita (current US$)","NY.GDP.PCAP.CD","Botswana","BWA","2000","3351.6965168531"
"27","GDP per capita (current US$)","NY.GDP.PCAP.CD","Brazil","BRA","2000","3726.81142036099"
"28","GDP per capita (current US$)","NY.GDP.PCAP.CD","British Virgin Islands","VGB","2000",".."
"29","GDP per capita (current US$)","NY.GDP.PCAP.CD","Brunei Darussalam","BRN","2000","17971.5065800941"
"30","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bulgaria","BGR","2000","1621.24301844691"
"31","GDP per capita (current US$)","NY.GDP.PCAP.CD","Burkina Faso","BFA","2000","249.802067600678"
"32","GDP per capita (current US$)","NY.GDP.PCAP.CD","Burundi","BDI","2000","138.004617225366"
"33","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cabo Verde","CPV","2000","1176.70725787049"
"34","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cambodia","KHM","2000","301.516598515387"
"35","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cameroon","CMR","2000","700.163213560189"
"36","GDP per capita (current US$)","NY.GDP.PCAP.CD","Canada","CAN","2000","24271.0020563821"
"37","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cayman Islands","CYM","2000",".."
"38","GDP per capita (current US$)","NY.GDP.PCAP.CD","Central African Republic","CAF","2000","243.877580064527"
"39","GDP per capita (current US$)","NY.GDP.PCAP.CD","Chad","TCD","2000","168.117652803305"
"40","GDP per capita (current US$)","NY.GDP.PCAP.CD","Channel Islands","CHI","2000","44316.1535931325"
"41","GDP per capita (current US$)","NY.GDP.PCAP.CD","Chile","CHL","2000","5097.11493718915"
"42","GDP per capita (current US$)","NY.GDP.PCAP.CD","China","CHN","2000","959.372483639691"
"43","GDP per capita (current US$)","NY.GDP.PCAP.CD","Colombia","COL","2000","2547.14352840369"
"44","GDP per capita (current US$)","NY.GDP.PCAP.CD","Comoros","COM","2000","654.180409871714"
"45","GDP per capita (current US$)","NY.GDP.PCAP.CD","Congo, Dem. Rep.","COD","2000","392.626333784131"
"46","GDP per capita (current US$)","NY.GDP.PCAP.CD","Congo, Rep.","COG","2000","1029.96068877345"
"47","GDP per capita (current US$)","NY.GDP.PCAP.CD","Costa Rica","CRI","2000","3773.03379319679"
"48","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cote d'Ivoire","CIV","2000","986.777320949729"
"49","GDP per capita (current US$)","NY.GDP.PCAP.CD","Croatia","HRV","2000","4880.56898237938"
"50","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cuba","CUB","2000","2752.20378269319"
"51","GDP per capita (current US$)","NY.GDP.PCAP.CD","Curacao","CUW","2000",".."
"52","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cyprus","CYP","2000","14388.34765625"
"53","GDP per capita (current US$)","NY.GDP.PCAP.CD","Czechia","CZE","2000","6029.03819275358"
"54","GDP per capita (current US$)","NY.GDP.PCAP.CD","Denmark","DNK","2000","30743.5476816354"
"55","GDP per capita (current US$)","NY.GDP.PCAP.CD","Djibouti","DJI","2000","742.865697154312"
"56","GDP per capita (current US$)","NY.GDP.PCAP.CD","Dominica","DMA","2000","4879.14977277925"
"57","GDP per capita (current US$)","NY.GDP.PCAP.CD","Dominican Republic","DOM","2000","2845.8391666108"
"58","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ecuador","ECU","2000","1451.53088517998"
"59","GDP per capita (current US$)","NY.GDP.PCAP.CD","Egypt, Arab Rep.","EGY","2000","1398.85983078672"
"60","GDP per capita (current US$)","NY.GDP.PCAP.CD","El Salvador","SLV","2000","1977.84061443838"
"61","GDP per capita (current US$)","NY.GDP.PCAP.CD","Equatorial Guinea","GNQ","2000","1527.05637771592"
"62","GDP per capita (current US$)","NY.GDP.PCAP.CD","Eritrea","ERI","2000","295.19692403481"
"63","GDP per capita (current US$)","NY.GDP.PCAP.CD","Estonia","EST","2000","4070.60902410208"
"64","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ethiopia","ETH","2000","122.962293496623"
"65","GDP per capita (current US$)","NY.GDP.PCAP.CD","Faroe Islands","FRO","2000","23370.9009945655"
"66","GDP per capita (current US$)","NY.GDP.PCAP.CD","Fiji","FJI","2000","2015.88117157355"
"67","GDP per capita (current US$)","NY.GDP.PCAP.CD","Finland","FIN","2000","24345.9148217032"
"68","GDP per capita (current US$)","NY.GDP.PCAP.CD","France","FRA","2000","22416.425417915"
"69","GDP per capita (current US$)","NY.GDP.PCAP.CD","French Polynesia","PYF","2000","14346.1904811211"
"70","GDP per capita (current US$)","NY.GDP.PCAP.CD","Gabon","GAB","2000","3991.15702215689"
"71","GDP per capita (current US$)","NY.GDP.PCAP.CD","Gambia, The","GMB","2000","544.622025851887"
"72","GDP per capita (current US$)","NY.GDP.PCAP.CD","Georgia","GEO","2000","749.908534993961"
"73","GDP per capita (current US$)","NY.GDP.PCAP.CD","Germany","DEU","2000","23694.7604830673"
"74","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ghana","GHA","2000","253.389128238287"
"75","GDP per capita (current US$)","NY.GDP.PCAP.CD","Gibraltar","GIB","2000",".."
"76","GDP per capita (current US$)","NY.GDP.PCAP.CD","Greece","GRC","2000","12072.9293569196"
"77","GDP per capita (current US$)","NY.GDP.PCAP.CD","Greenland","GRL","2000","19004.1072910304"
"78","GDP per capita (current US$)","NY.GDP.PCAP.CD","Grenada","GRD","2000","4840.68406406257"
"79","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guam","GUM","2000",".."
"80","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guatemala","GTM","2000","1664.29895827045"
"81","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guinea","GIN","2000","359.286673514741"
"82","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guinea-Bissau","GNB","2000","301.495561232743"
"83","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guyana","GUY","2000","938.893297983287"
"84","GDP per capita (current US$)","NY.GDP.PCAP.CD","Haiti","HTI","2000","814.999304226415"
"85","GDP per capita (current US$)","NY.GDP.PCAP.CD","Honduras","HND","2000","1079.60748497786"
"86","GDP per capita (current US$)","NY.GDP.PCAP.CD","Hong Kong SAR, China","HKG","2000","25756.6637783278"
"87","GDP per capita (current US$)","NY.GDP.PCAP.CD","Hungary","HUN","2000","4624.28165670295"
"88","GDP per capita (current US$)","NY.GDP.PCAP.CD","Iceland","ISL","2000","32096.3722613695"
"89","GDP per capita (current US$)","NY.GDP.PCAP.CD","India","IND","2000","442.034778917695"
"90","GDP per capita (current US$)","NY.GDP.PCAP.CD","Indonesia","IDN","2000","770.865351580294"
"91","GDP per capita (current US$)","NY.GDP.PCAP.CD","Iran, Islamic Rep.","IRN","2000","1672.02287650211"
"92","GDP per capita (current US$)","NY.GDP.PCAP.CD","Iraq","IRQ","2000","1963.72283862715"
"93","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ireland","IRL","2000","26334.5672050501"
"94","GDP per capita (current US$)","NY.GDP.PCAP.CD","Isle of Man","IMN","2000","20693.8381675417"
"95","GDP per capita (current US$)","NY.GDP.PCAP.CD","Israel","ISR","2000","21630.7476087887"
"96","GDP per capita (current US$)","NY.GDP.PCAP.CD","Italy","ITA","2000","20137.5912217673"
"97","GDP per capita (current US$)","NY.GDP.PCAP.CD","Jamaica","JAM","2000","3447.30389648976"
"98","GDP per capita (current US$)","NY.GDP.PCAP.CD","Japan","JPN","2000","39169.3595701504"
"99","GDP per capita (current US$)","NY.GDP.PCAP.CD","Jordan","JOR","2000","1673.35812510644"
"100","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kazakhstan","KAZ","2000","1229.00124667231"
"101","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kenya","KEN","2000","411.821579175021"
"102","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kiribati","KIR","2000","757.145142154679"
"103","GDP per capita (current US$)","NY.GDP.PCAP.CD","Korea, Dem. People's Rep.","PRK","2000",".."
"104","GDP per capita (current US$)","NY.GDP.PCAP.CD","Korea, Rep.","KOR","2000","12256.9935679503"
"105","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kosovo","XKX","2000",".."
"106","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kuwait","KWT","2000","19490.8381578713"
"107","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kyrgyz Republic","KGZ","2000","279.619569260939"
"108","GDP per capita (current US$)","NY.GDP.PCAP.CD","Lao PDR","LAO","2000","318.770922809904"
"109","GDP per capita (current US$)","NY.GDP.PCAP.CD","Latvia","LVA","2000","3361.64086880275"
"110","GDP per capita (current US$)","NY.GDP.PCAP.CD","Lebanon","LBN","2000","3994.86114388889"
"111","GDP per capita (current US$)","NY.GDP.PCAP.CD","Lesotho","LSO","2000","443.95174088008"
"112","GDP per capita (current US$)","NY.GDP.PCAP.CD","Liberia","LBR","2000","301.87646966176"
"113","GDP per capita (current US$)","NY.GDP.PCAP.CD","Libya","LBY","2000","7424.20291620221"
"114","GDP per capita (current US$)","NY.GDP.PCAP.CD","Liechtenstein","LIE","2000","75212.0481679551"
"115","GDP per capita (current US$)","NY.GDP.PCAP.CD","Lithuania","LTU","2000","3293.22997867086"
"116","GDP per capita (current US$)","NY.GDP.PCAP.CD","Luxembourg","LUX","2000","48659.5988753233"
"117","GDP per capita (current US$)","NY.GDP.PCAP.CD","Macao SAR, China","MAC","2000","15684.7795496765"
"118","GDP per capita (current US$)","NY.GDP.PCAP.CD","North Macedonia","MKD","2000","1861.89806549945"
"119","GDP per capita (current US$)","NY.GDP.PCAP.CD","Madagascar","MDG","2000","285.466456273773"
"120","GDP per capita (current US$)","NY.GDP.PCAP.CD","Malawi","MWI","2000","155.262841268764"
"121","GDP per capita (current US$)","NY.GDP.PCAP.CD","Malaysia","MYS","2000","4087.56259349384"
"122","GDP per capita (current US$)","NY.GDP.PCAP.CD","Maldives","MDV","2000","2209.98823138762"
"123","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mali","MLI","2000","263.498384233191"
"124","GDP per capita (current US$)","NY.GDP.PCAP.CD","Malta","MLT","2000","11083.0127951665"
"125","GDP per capita (current US$)","NY.GDP.PCAP.CD","Marshall Islands","MHL","2000","2127.24070522278"
"126","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mauritania","MRT","2000","660.304773071148"
"127","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mauritius","MUS","2000","3929.07549503364"
"128","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mexico","MEX","2000","7232.87880868278"
"129","GDP per capita (current US$)","NY.GDP.PCAP.CD","Micronesia, Fed. Sts.","FSM","2000","2088.20954444136"
"130","GDP per capita (current US$)","NY.GDP.PCAP.CD","Moldova","MDA","2000","440.538683980372"
"131","GDP per capita (current US$)","NY.GDP.PCAP.CD","Monaco","MCO","2000","81561.2459120623"
"132","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mongolia","MNG","2000","463.853881903101"
"133","GDP per capita (current US$)","NY.GDP.PCAP.CD","Montenegro","MNE","2000","1627.07263304394"
"134","GDP per capita (current US$)","NY.GDP.PCAP.CD","Morocco","MAR","2000","1348.0498046875"
"135","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mozambique","MOZ","2000","318.342688504828"
"136","GDP per capita (current US$)","NY.GDP.PCAP.CD","Myanmar","MMR","2000","150.407828858471"
"137","GDP per capita (current US$)","NY.GDP.PCAP.CD","Namibia","NAM","2000","2156.09894442246"
"138","GDP per capita (current US$)","NY.GDP.PCAP.CD","Nauru","NRU","2000",".."
"139","GDP per capita (current US$)","NY.GDP.PCAP.CD","Nepal","NPL","2000","223.711891850609"
"140","GDP per capita (current US$)","NY.GDP.PCAP.CD","Netherlands","NLD","2000","26214.498549887"
"141","GDP per capita (current US$)","NY.GDP.PCAP.CD","New Caledonia","NCL","2000","16039.1738824642"
"142","GDP per capita (current US$)","NY.GDP.PCAP.CD","New Zealand","NZL","2000","13641.1027183822"
"143","GDP per capita (current US$)","NY.GDP.PCAP.CD","Nicaragua","NIC","2000","996.89785199474"
"144","GDP per capita (current US$)","NY.GDP.PCAP.CD","Niger","NER","2000","192.877719543037"
"145","GDP per capita (current US$)","NY.GDP.PCAP.CD","Nigeria","NGA","2000","565.304317206495"
"146","GDP per capita (current US$)","NY.GDP.PCAP.CD","Northern Mariana Islands","MNP","2000",".."
"147","GDP per capita (current US$)","NY.GDP.PCAP.CD","Norway","NOR","2000","38131.4606116242"
"148","GDP per capita (current US$)","NY.GDP.PCAP.CD","Oman","OMN","2000","8321.39386651557"
"149","GDP per capita (current US$)","NY.GDP.PCAP.CD","Pakistan","PAK","2000","531.306496052198"
"150","GDP per capita (current US$)","NY.GDP.PCAP.CD","Palau","PLW","2000","7416.48078677887"
"151","GDP per capita (current US$)","NY.GDP.PCAP.CD","Panama","PAN","2000","4099.00653989315"
"152","GDP per capita (current US$)","NY.GDP.PCAP.CD","Papua New Guinea","PNG","2000","639.279199918609"
"153","GDP per capita (current US$)","NY.GDP.PCAP.CD","Paraguay","PRY","2000","1728.34074341006"
"154","GDP per capita (current US$)","NY.GDP.PCAP.CD","Peru","PER","2000","1941.318259717"
"155","GDP per capita (current US$)","NY.GDP.PCAP.CD","Philippines","PHL","2000","1073.26322188173"
"156","GDP per capita (current US$)","NY.GDP.PCAP.CD","Poland","POL","2000","4501.45406742273"
"157","GDP per capita (current US$)","NY.GDP.PCAP.CD","Portugal","PRT","2000","11526.3720667968"
"158","GDP per capita (current US$)","NY.GDP.PCAP.CD","Puerto Rico","PRI","2000","16192.1269719638"
"159","GDP per capita (current US$)","NY.GDP.PCAP.CD","Qatar","QAT","2000","27494.7713320186"
"160","GDP per capita (current US$)","NY.GDP.PCAP.CD","Romania","ROU","2000","1659.90763954548"
"161","GDP per capita (current US$)","NY.GDP.PCAP.CD","Russian Federation","RUS","2000","1771.59411621094"
"162","GDP per capita (current US$)","NY.GDP.PCAP.CD","Rwanda","RWA","2000","254.942370752419"
"163","GDP per capita (current US$)","NY.GDP.PCAP.CD","Samoa","WSM","2000","1406.76568300557"
"164","GDP per capita (current US$)","NY.GDP.PCAP.CD","San Marino","SMR","2000","37473.7869829611"
"165","GDP per capita (current US$)","NY.GDP.PCAP.CD","Sao Tome and Principe","STP","2000",".."
"166","GDP per capita (current US$)","NY.GDP.PCAP.CD","Saudi Arabia","SAU","2000","8795.26133853489"
"167","GDP per capita (current US$)","NY.GDP.PCAP.CD","Senegal","SEN","2000","619.642103457883"
"168","GDP per capita (current US$)","NY.GDP.PCAP.CD","Serbia","SRB","2000","914.785719885861"
"169","GDP per capita (current US$)","NY.GDP.PCAP.CD","Seychelles","SYC","2000","7578.85105298845"
"170","GDP per capita (current US$)","NY.GDP.PCAP.CD","Sierra Leone","SLE","2000","138.713941615327"
"171","GDP per capita (current US$)","NY.GDP.PCAP.CD","Singapore","SGP","2000","23852.3270285975"
"172","GDP per capita (current US$)","NY.GDP.PCAP.CD","Sint Maarten (Dutch part)","SXM","2000",".."
"173","GDP per capita (current US$)","NY.GDP.PCAP.CD","Slovak Republic","SVK","2000","5426.62428119306"
"174","GDP per capita (current US$)","NY.GDP.PCAP.CD","Slovenia","SVN","2000","10201.3035366727"
"175","GDP per capita (current US$)","NY.GDP.PCAP.CD","Solomon Islands","SLB","2000","976.43421705057"
"176","GDP per capita (current US$)","NY.GDP.PCAP.CD","Somalia","SOM","2000",".."
"177","GDP per capita (current US$)","NY.GDP.PCAP.CD","South Africa","ZAF","2000","3241.67447517796"
"178","GDP per capita (current US$)","NY.GDP.PCAP.CD","South Sudan","SSD","2000",".."
"179","GDP per capita (current US$)","NY.GDP.PCAP.CD","Spain","ESP","2000","14749.6874248766"
"180","GDP per capita (current US$)","NY.GDP.PCAP.CD","Sri Lanka","LKA","2000","869.696285031043"
"181","GDP per capita (current US$)","NY.GDP.PCAP.CD","St. Kitts and Nevis","KNA","2000","9275.98974602226"
"182","GDP per capita (current US$)","NY.GDP.PCAP.CD","St. Lucia","LCA","2000","5846.97550214791"
"183","GDP per capita (current US$)","NY.GDP.PCAP.CD","St. Martin (French part)","MAF","2000",".."
"184","GDP per capita (current US$)","NY.GDP.PCAP.CD","St. Vincent and the Grenadines","VCT","2000","3760.08045686378"
"185","GDP per capita (current US$)","NY.GDP.PCAP.CD","Sudan","SDN","2000","378.161163330078"
"186","GDP per capita (current US$)","NY.GDP.PCAP.CD","Suriname","SUR","2000","1978.44661083547"
"187","GDP per capita (current US$)","NY.GDP.PCAP.CD","Eswatini","SWZ","2000","1686.66433741666"
"188","GDP per capita (current US$)","NY.GDP.PCAP.CD","Sweden","SWE","2000","29624.9126748618"
"189","GDP per capita (current US$)","NY.GDP.PCAP.CD","Switzerland","CHE","2000","38865.021939688"
"190","GDP per capita (current US$)","NY.GDP.PCAP.CD","Syrian Arab Republic","SYR","2000","4941.85259705136"
"191","GDP per capita (current US$)","NY.GDP.PCAP.CD","Tajikistan","TJK","2000","137.17860571592"
"192","GDP per capita (current US$)","NY.GDP.PCAP.CD","Tanzania","TZA","2000","399.451141357422"
"193","GDP per capita (current US$)","NY.GDP.PCAP.CD","Thailand","THA","2000","2004.10720879939"
"194","GDP per capita (current US$)","NY.GDP.PCAP.CD","Timor-Leste","TLS","2000","417.924199644793"
"195","GDP per capita (current US$)","NY.GDP.PCAP.CD","Togo","TGO","2000","297.899497099582"
"196","GDP per capita (current US$)","NY.GDP.PCAP.CD","Tonga","TON","2000","1996.52654008437"
"197","GDP per capita (current US$)","NY.GDP.PCAP.CD","Trinidad and Tobago","TTO","2000","6120.94270389706"
"198","GDP per capita (current US$)","NY.GDP.PCAP.CD","Tunisia","TUN","2000","2170.48175121644"
"199","GDP per capita (current US$)","NY.GDP.PCAP.CD","Turkiye","TUR","2000","4278.39313044251"
"200","GDP per capita (current US$)","NY.GDP.PCAP.CD","Turkmenistan","TKM","2000","635.714311781872"
"201","GDP per capita (current US$)","NY.GDP.PCAP.CD","Turks and Caicos Islands","TCA","2000",".."
"202","GDP per capita (current US$)","NY.GDP.PCAP.CD","Tuvalu","TUV","2000","1564.03937567783"
"203","GDP per capita (current US$)","NY.GDP.PCAP.CD","Uganda","UGA","2000","257.829605739453"
"204","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ukraine","UKR","2000","658.3486328125"
"205","GDP per capita (current US$)","NY.GDP.PCAP.CD","United Arab Emirates","ARE","2000","31855.5006047175"
"206","GDP per capita (current US$)","NY.GDP.PCAP.CD","United Kingdom","GBR","2000","28290.9725024578"
"207","GDP per capita (current US$)","NY.GDP.PCAP.CD","United States","USA","2000","36329.9560727102"
"208","GDP per capita (current US$)","NY.GDP.PCAP.CD","Uruguay","URY","2000","6932.47355035523"
"209","GDP per capita (current US$)","NY.GDP.PCAP.CD","Uzbekistan","UZB","2000","558.226802377"
"210","GDP per capita (current US$)","NY.GDP.PCAP.CD","Vanuatu","VUT","2000","1416.19736690445"
"211","GDP per capita (current US$)","NY.GDP.PCAP.CD","Venezuela, RB","VEN","2000","4795.39966770598"
"212","GDP per capita (current US$)","NY.GDP.PCAP.CD","Vietnam","VNM","2000","394.583136574358"
"213","GDP per capita (current US$)","NY.GDP.PCAP.CD","Virgin Islands (U.S.)","VIR","2000",".."
"214","GDP per capita (current US$)","NY.GDP.PCAP.CD","West Bank and Gaza","PSE","2000","1476.17185000238"
"215","GDP per capita (current US$)","NY.GDP.PCAP.CD","Yemen, Rep.","YEM","2000","518.14867272789"
"216","GDP per capita (current US$)","NY.GDP.PCAP.CD","Zambia","ZMB","2000","364.031294255032"
"217","GDP per capita (current US$)","NY.GDP.PCAP.CD","Zimbabwe","ZWE","2000","565.284389703613"
"218","GDP per capita (current US$)","NY.GDP.PCAP.CD","Afghanistan","AFG","2001",".."
"219","GDP per capita (current US$)","NY.GDP.PCAP.CD","Albania","ALB","2001","1281.6598256178"
"220","GDP per capita (current US$)","NY.GDP.PCAP.CD","Algeria","DZA","2001","1754.58283816577"
"221","GDP per capita (current US$)","NY.GDP.PCAP.CD","American Samoa","ASM","2001",".."
"222","GDP per capita (current US$)","NY.GDP.PCAP.CD","Andorra","AND","2001","22809.291868131"
"223","GDP per capita (current US$)","NY.GDP.PCAP.CD","Angola","AGO","2001","527.463201835885"
"224","GDP per capita (current US$)","NY.GDP.PCAP.CD","Antigua and Barbuda","ATG","2001","10502.9388110146"
"225","GDP per capita (current US$)","NY.GDP.PCAP.CD","Argentina","ARG","2001","7168.97587232911"
"226","GDP per capita (current US$)","NY.GDP.PCAP.CD","Armenia","ARM","2001","676.150011307766"
"227","GDP per capita (current US$)","NY.GDP.PCAP.CD","Aruba","ABW","2001","20913.2994971137"
"228","GDP per capita (current US$)","NY.GDP.PCAP.CD","Australia","AUS","2001","19681.6626363573"
"229","GDP per capita (current US$)","NY.GDP.PCAP.CD","Austria","AUT","2001","24558.7636778868"
"230","GDP per capita (current US$)","NY.GDP.PCAP.CD","Azerbaijan","AZE","2001","703.683843432722"
"231","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bahamas, The","BHS","2001","25234.1441512502"
"232","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bahrain","BHR","2001","12291.8326130535"
"233","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bangladesh","BGD","2001","410.048540904043"
"234","GDP per capita (current US$)","NY.GDP.PCAP.CD","Barbados","BRB","2001","11510.0404330443"
"235","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belarus","BLR","2001","1244.37318523431"
"236","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belgium","BEL","2001","23015.0712632462"
"237","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belize","BLZ","2001","4687.62595727529"
"238","GDP per capita (current US$)","NY.GDP.PCAP.CD","Benin","BEN","2001","508.347442852624"
"239","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bermuda","BMU","2001","58883.9594265967"
"240","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bhutan","BTN","2001","764.951103001737"
"241","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bolivia","BOL","2001","930.878079500256"
"242","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bosnia and Herzegovina","BIH","2001","1382.80542024858"
"243","GDP per capita (current US$)","NY.GDP.PCAP.CD","Botswana","BWA","2001","3115.6789995428"
"244","GDP per capita (current US$)","NY.GDP.PCAP.CD","Brazil","BRA","2001","3142.27793491612"
"245","GDP per capita (current US$)","NY.GDP.PCAP.CD","British Virgin Islands","VGB","2001",".."
"246","GDP per capita (current US$)","NY.GDP.PCAP.CD","Brunei Darussalam","BRN","2001","16437.6330436605"
"247","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bulgaria","BGR","2001","1770.91353394746"
"248","GDP per capita (current US$)","NY.GDP.PCAP.CD","Burkina Faso","BFA","2001","260.443470621576"
"249","GDP per capita (current US$)","NY.GDP.PCAP.CD","Burundi","BDI","2001","135.606475784646"
"250","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cabo Verde","CPV","2001","1208.45793223616"
"251","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cambodia","KHM","2001","322.899863855535"
"252","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cameroon","CMR","2001","706.984210767351"
"253","GDP per capita (current US$)","NY.GDP.PCAP.CD","Canada","CAN","2001","23822.0601178964"
"254","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cayman Islands","CYM","2001",".."
"255","GDP per capita (current US$)","NY.GDP.PCAP.CD","Central African Republic","CAF","2001","242.57572445448"
"256","GDP per capita (current US$)","NY.GDP.PCAP.CD","Chad","TCD","2001","200.361006137341"
"257","GDP per capita (current US$)","NY.GDP.PCAP.CD","Channel Islands","CHI","2001","42681.0417435135"
"258","GDP per capita (current US$)","NY.GDP.PCAP.CD","Chile","CHL","2001","4606.87847152539"
"259","GDP per capita (current US$)","NY.GDP.PCAP.CD","China","CHN","2001","1053.10824300452"
"260","GDP per capita (current US$)","NY.GDP.PCAP.CD","Colombia","COL","2001","2465.2858516059"
"261","GDP per capita (current US$)","NY.GDP.PCAP.CD","Comoros","COM","2001","691.041940269345"
"262","GDP per capita (current US$)","NY.GDP.PCAP.CD","Congo, Dem. Rep.","COD","2001","148.447123509623"
"263","GDP per capita (current US$)","NY.GDP.PCAP.CD","Congo, Rep.","COG","2001","859.440004261762"
"264","GDP per capita (current US$)","NY.GDP.PCAP.CD","Costa Rica","CRI","2001","3941.59864349203"
"265","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cote d'Ivoire","CIV","2001","974.779976032989"
"266","GDP per capita (current US$)","NY.GDP.PCAP.CD","Croatia","HRV","2001","5409.65219372513"
"267","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cuba","CUB","2001","2844.24443674985"
"268","GDP per capita (current US$)","NY.GDP.PCAP.CD","Curacao","CUW","2001",".."
"269","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cyprus","CYP","2001","14821.447265625"
"270","GDP per capita (current US$)","NY.GDP.PCAP.CD","Czechia","CZE","2001","6637.04165713981"
"271","GDP per capita (current US$)","NY.GDP.PCAP.CD","Denmark","DNK","2001","30751.654348268"
